Domain,Sub domain,Intent,Answer Format,value,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,y_hat
About Techology,AI Techology,AI_summary,"We utilise AI technology in serveal ways to improve your user experiece, and provide highly personalised and value added solution, to reduce your distress toward form.",How does Artificial Intelligence work when I fill in forms?,0.9845489,-3.7459037,-4.484732,-4.820339,-5.665529,-5.5526757,-4.9723444,-4.3445153,-5.6733613,-4.442265,-4.3718877,-4.548423,-4.986305,-5.7363377,-4.1954355,-4.4224944,-5.6812634,-4.563054,-4.668054,-4.922033,-5.6928306,-4.7524495,-4.330856,-5.40103,-5.1244016,-5.1474032,-5.930121,-4.51978,-4.6157336,-5.4982986,-4.272642,-5.459473,-5.312509,-5.248388,-5.2111073,-4.4075136,-4.9653325,-5.5764065,-4.402888,-3.6588006,-5.012647,-4.958546,-5.0765247,-5.504775,-5.6149197,-4.836017,-4.97991,-4.771902,-5.4204607,-4.177691,-6.192321,-6.038655,-4.6223154,-5.3884325,-4.9048653,-5.1163297,-4.949253,-5.4798846,-4.7001133,-4.3748436,-4.998018,-4.4594846,-5.2076735,-4.967487,-5.273926,-5.1385527,-5.74518,-5.25627,-4.90415,-5.1975408,-5.2290525,-4.605978,-4.4743757,-6.044121,0
About company,Current,Collaboration,"For our partners powered by Fill Easy and iAMSMART, we always have a prior agreement with them to send our information to them. Fill Easy and our partner have established a secure online channel to pass information between us two.",I want to know how you work with insurance companies.,-5.181408,-5.087543,-3.906997,-5.191176,-3.732097,-4.496987,-5.973257,-5.0492444,-5.735378,-6.3173184,-4.849152,-4.962445,-4.478996,-4.638938,-4.4207487,-4.3963885,-4.480188,-4.44411,-4.9200845,-3.7395442,-5.289526,-4.462855,-5.657196,-4.680827,-4.0971794,-3.8966856,-4.6366425,-6.120805,-5.6693845,-5.3306155,-5.07315,-4.382637,-5.2257285,0.8308931,-5.691829,-4.95578,-4.3220253,-5.4737124,-4.3414044,-6.5834284,-5.0144644,-5.0235205,-5.3409204,-5.947449,-5.795306,-5.7572865,-5.1927986,-4.3590193,-4.3369713,-6.0259438,-4.9211483,-5.745665,-5.602909,-5.2141185,-5.282559,-3.6494167,-5.2892227,-4.797013,-4.873927,-5.2267404,-6.704,-6.2329564,-4.837771,-4.6765776,-4.993501,-3.8197334,-5.9211235,-6.052739,-5.5771422,-5.2215776,-5.032124,-3.9534738,-5.1139154,-5.5857587,33
About Business Component,Account,Account_purpose,"You can register an account to save your personal information, those information will be auto filled when you use our service later on.",Why I need to register an account?,-5.6939077,-5.771518,-4.3035536,-5.428368,-4.3627667,-3.3499668,-5.205914,-4.824599,-4.341982,-5.440696,-4.768166,-5.280849,-5.042592,-5.1033664,-4.2029934,-4.8784456,-5.305953,-5.450849,-5.537504,-5.638426,-5.350378,-4.4017835,-4.4771423,-4.580212,-5.186483,-5.3654685,-4.162331,-4.91835,-5.4647903,-5.756794,-5.8394604,-4.4565415,-5.0239244,-3.920135,-5.6835656,-6.002838,-4.577154,-4.1497583,-5.648991,-5.664231,-5.3540516,-4.69853,-5.1802144,-5.799873,-6.0072527,-4.823486,-5.8504305,-5.0260644,-4.139421,-5.3659973,-4.5256157,-5.6868615,-5.854158,-5.4917893,-5.9055486,1.0810939,-4.7807603,-4.111367,-4.744398,-6.0617085,-6.0847054,-5.4220624,-4.390599,-5.764651,-4.70201,-4.0355005,-4.9534507,-5.665704,-6.219302,-4.3261733,-4.7938027,-5.990764,-4.7816353,-5.6280403,55
About Business Component,Account,Account_num_of_profile,"Currently, we only allow 1 profile to be saved in an account. Please register a seperate account if you want to fill form for your friends or relatives.",Do I can store more than one profile with my account?,-5.054669,-5.2898126,-4.872533,-4.611326,-5.239358,-5.1400414,-5.4924192,-5.1101723,-5.31969,-4.497552,-5.876103,-4.683145,-5.0120068,-5.141472,-5.9313436,-5.3507,-4.6161656,-5.6345615,-4.4327087,-4.792713,-5.9847097,-5.374161,-5.112715,-5.407379,-5.1154046,-5.070831,-5.072401,-5.3723426,-4.5064955,-4.499037,-5.379295,-5.269331,-4.5771456,-4.9794183,-4.6097603,-4.8611264,-6.1447945,-5.473735,-4.8509526,-6.19951,-4.8598127,-4.916502,-5.1896586,-4.1427217,-5.634211,-4.584235,-5.029728,-4.240112,-5.095346,-4.4465065,-3.9029102,-4.70563,-4.4566345,-4.4750915,-5.2873497,-4.702737,0.9881818,-4.651025,-4.820156,-4.677759,-5.6060996,-4.5422387,-5.1197677,-4.8168597,-5.156018,-5.883941,-5.0441275,-5.5161877,-5.5119886,-4.133658,-5.0972157,-5.5209703,-4.6891484,-4.468883,56
Others,About Conversation,Misunderstand,"Sorry ""Matthew"" are designed for answering speific quesation only. Please try rephasing your question. If i didn't help, you can also drop your question to XXXX@filleasy.com.",you are not answering what I asked for.,-5.242984,-5.0429087,-5.8392315,-4.997073,-5.106043,-5.072823,-5.005573,-5.852124,-5.081382,-5.156458,-5.9260125,-5.8833265,-5.2193303,-6.2835727,-5.553119,-6.1764326,-5.78258,-5.887105,-4.804046,-5.152201,-5.697846,-4.436358,-4.98762,-5.0348725,-5.6475034,-5.2651443,-5.5482836,-4.783669,-5.068497,-5.168056,-6.1774487,-5.6243596,-5.3750925,-4.336187,-4.9863396,-4.9977407,-5.228957,-5.0679827,-5.292195,-5.7477193,-5.3968105,-4.7798615,-5.3618402,-4.963596,-5.444339,-4.952733,-4.911159,-5.526838,-5.1253653,-5.48659,-4.4470096,-4.716095,-5.651187,-5.4496393,-4.5037675,-4.2557855,-5.285901,-5.4887495,-4.283015,-4.4706454,-4.560261,-4.7685704,1.130098,-4.717302,-4.440459,-5.108589,-3.71209,-4.4496074,-4.406759,-4.4150443,-3.7783384,-5.3595963,-5.486658,-5.595738,62
About Business Component,Overall,Service_Summary,"We provide a 1-stop straight through processing solution for you to handle your forms starting from finding the right form, delete duplicated fields, signing the form ad submit the forms.",But what do you guys do?,-4.322079,-3.56555,-5.035316,-5.58157,-4.8034534,-5.645875,-5.5431633,-6.030494,-5.98384,-5.922499,-5.8787537,-4.3691974,-4.957779,-5.819771,-4.693831,-4.789925,-5.0251937,-5.0246987,-4.840551,-4.0898223,-5.6476417,-5.643025,-5.544315,-5.4722548,-4.9177804,-4.1905804,-5.4189386,-5.7370996,-6.206088,-5.456283,-4.3028903,-4.2482634,-5.609656,-4.1229606,-5.6721034,-4.6886797,-5.2346416,-6.2172513,0.7889836,-5.019214,-4.523443,-5.6022673,-4.5562572,-5.103633,-5.788582,-5.7104263,-4.6944985,-4.524141,-5.548385,-5.6206574,-5.4034853,-4.5128903,-4.7198586,-4.6361275,-4.8293433,-5.626478,-5.0710254,-5.1376524,-3.760536,-5.4093876,-6.1576366,-5.616787,-5.415761,-3.7287073,-4.426929,-4.1056376,-5.8349557,-5.6472135,-6.060454,-5.5847454,-5.5857544,-3.8478966,-6.0139956,-3.4335353,38
About company,History,Achievement,1. HK techathon 2021 1st running up. 2. HKSTP incubation program. ,What Is the background of your business?,-4.2801075,-4.6535664,-4.6297536,-5.4492207,-5.5895967,-5.0567384,-5.2272186,-5.4085336,-5.593716,-4.673841,-5.4959764,-4.0025983,-4.3587666,-4.2563396,-5.5853205,0.7997585,-5.394221,-4.446095,-4.7618985,-4.7307563,-4.485765,-4.6302547,-5.440663,-5.252155,-4.3383327,-5.446272,-5.359273,-5.361957,-3.941192,-4.980777,-5.1716924,-4.088293,-4.454524,-4.4118547,-6.020655,-4.909265,-4.349085,-5.6480794,-4.481028,-4.2077026,-4.936586,-5.670369,-5.7175274,-5.3843794,-4.313441,-6.0104795,-5.4107785,-4.386881,-4.7705607,-3.9205506,-5.8760777,-5.634002,-4.319973,-5.550774,-4.5750923,-5.0378942,-5.041054,-5.0640216,-5.965185,-5.50577,-5.888721,-5.1472197,-5.874559,-4.4397206,-4.9215603,-4.271977,-5.4723835,-5.5908856,-5.6033897,-5.629159,-5.3794346,-3.9298413,-4.8191805,-5.5843577,15
About company,Current,Partner,"iAMSMART, HSBC, insurance etc. coming soon ",How many companies are you collaborating with?,-5.134296,-5.0567355,-5.129704,-5.7075105,-5.340481,-5.595394,-5.5454645,-4.26641,-6.003831,-3.8479588,-5.4137497,-5.4003243,-5.6725206,-5.375388,-5.1456213,-5.8295655,-3.6940234,-5.8881893,-3.8380623,-5.4721746,-6.04403,-5.278451,-5.3927503,-4.9734173,-5.373495,-4.9024143,-5.358918,-4.4799495,-5.2313547,-4.1479235,-5.235108,-5.7064767,-4.9422593,-4.9343333,0.9225718,-5.8400126,-4.983634,-5.6952834,-5.2982903,-5.1673717,-4.082979,-3.8286014,-3.6424513,-4.59824,-5.2659016,-4.7515783,-4.6169586,-4.905062,-5.212431,-4.130666,-4.2632008,-3.4355083,-5.3457627,-5.630081,-5.146007,-5.923898,-4.4522233,-5.393985,-5.8160453,-4.3259797,-4.765457,-4.9781775,-4.8877883,-4.990099,-4.262382,-5.89173,-5.0212126,-5.3469777,-3.882616,-4.9567046,-5.091488,-5.517284,-4.760994,-5.0154786,34
About Techology,Form recognizer,Form_recognizer_flow,"Click on ""Form recognizer"" button on mobile app -> take a photo as instructed -> return the 5 most likely form to you -> select the one -> process the remaining process.",What¡¦s the first step in using a Form Recognizer?,-5.2152658,-5.5561385,-6.030802,-5.418596,-5.1921377,-5.8512993,-5.1444488,-4.653783,-4.5273438,-4.9669623,-6.0638027,-5.541527,-4.3214145,-4.826132,-5.646539,-6.5757737,-6.249953,-5.7114716,-4.9077835,-6.176943,-5.9325366,-4.8482,-4.3648214,-6.172688,-4.8389177,-5.2757726,-4.8966007,-4.283185,-5.506852,-6.132378,-5.235858,-5.718345,-5.335773,-6.4440784,-5.1024165,-6.335988,-5.699191,-5.0630255,-5.1225224,-4.642734,-6.156832,-4.8484364,-6.230855,-6.0339246,-5.274727,-4.682931,-4.997415,-5.8457994,-5.8528686,-4.9986315,-3.8762405,-4.151123,-5.949833,-5.9257717,-4.953971,-5.775258,-5.381186,-5.5905046,-4.639709,-2.9630263,0.8685163,-3.3577569,-4.6697326,-5.2858872,-4.790435,-6.443184,-4.5048647,-5.511924,-4.614951,-4.0501695,-4.080699,-5.8616705,-5.599681,-5.040832,60
Others,About Conversation,Gratitude,No Problem. Do you have other question?,I appreciates your help,-4.9546814,-5.00069,-4.4938655,-5.45672,-4.6537037,-4.3656087,-5.1618333,-5.3107834,-5.4921465,-5.5881596,-5.060605,-3.8432195,-3.9124782,-5.9651403,-5.3021154,-4.163922,-4.9965343,-4.0892224,-5.0343184,-5.163688,-4.9741144,-3.9340048,-6.2565603,-5.268784,-4.7823935,-4.184403,-5.4320483,-6.2269826,-5.4888477,-5.245407,-5.8404355,-3.6311839,-5.0264883,-3.8711634,-5.41212,-5.424123,-3.572798,-5.9252834,-4.2668276,-5.773501,-4.577689,-5.8214765,-4.4786186,-5.552997,-5.2605324,-5.2750463,-5.5063815,-4.6780934,-5.528352,-5.6026783,-5.8197284,-5.7807775,-4.8102984,-5.7719,-5.4888616,-4.018354,-5.452773,-4.161475,-3.8926198,-5.5248055,-6.3504004,-5.514001,-4.886346,-4.04864,-3.4737017,0.892527,-4.842838,-5.6285443,-6.424744,-5.659722,-5.411092,-4.3400517,-5.769187,-4.5528316,65
About Business Component,Selection,Form_geography,We currently covered companies ion Hong Kong only but will expand it to other countries in the future.,Will you be given your service abroad?,-5.273602,-5.9939656,-4.3076363,-5.0381618,-5.7368174,-4.1457057,-5.758822,-4.7841644,-4.9860077,-5.3589716,-5.049298,-4.6910963,-5.0383945,-5.3415017,-5.7112374,-4.5367503,-4.1549897,-5.3373055,-4.966119,-5.113329,-4.7641582,-5.2314987,-5.0081277,-5.610165,-4.4447923,-5.1842766,-5.4630094,-5.745259,-4.2977343,-5.1707273,-4.7701225,-4.334227,1.0879984,-4.94367,-5.2647557,-5.232488,-5.865549,-5.650795,-5.5813146,-3.9816318,-5.363473,-6.3083234,-4.573787,-4.9257183,-5.1048956,-5.9603205,-4.56982,-3.941479,-4.4965177,-5.0605135,-5.03357,-4.7240973,-4.0702133,-5.041664,-5.8066196,-4.8525567,-4.5867143,-5.353048,-5.48513,-5.2583604,-5.3763256,-4.471441,-5.5096326,-5.5986423,-5.3623323,-5.4141073,-4.4743557,-4.9938335,-5.2764263,-4.3767715,-5.2135415,-4.9200783,-5.7942133,-4.978183,32
About Techology,AI Techology,AI_definition,AI is mud mud mud,Who is a tool?,-4.430222,-4.514653,-5.0237107,-4.9931808,-4.112224,-4.371587,-4.931148,-5.0768027,-4.6288023,-5.840276,-5.2213645,-4.1120358,-3.5376015,-5.2829337,-5.1162033,-5.9187174,-5.556612,-4.8404393,-5.2294345,-5.401741,-5.6564717,-3.898254,-5.1609583,-5.448559,-4.9621825,-3.494504,-5.1079745,-6.0754366,-5.7714233,-5.347196,-5.1711555,-4.8926473,-5.3070984,-4.3859124,-6.1306286,-5.033961,-4.6748457,-5.419086,-3.5902727,-5.19001,-5.8340783,-5.391506,-5.5267735,-5.328269,-5.582907,-5.2911005,-4.611203,-5.136527,-4.0807776,-5.800211,-6.316547,-6.1888847,-5.130796,-4.745999,-5.2050967,-4.216313,-5.0016913,-3.9515011,0.75353765,-4.7345695,-4.8196445,-4.7839875,-4.040781,-4.383215,-3.9899232,-3.5768683,-3.7767024,-5.531724,-5.6631985,-5.145795,-5.5382633,-5.8212147,-6.019794,-4.0108204,58
About Business Component,Overall,Service_Summary,"We provide a 1-stop straight through processing solution for you to handle your forms starting from finding the right form, delete duplicated fields, signing the form ad submit the forms.",How do you guys do?,-4.3532047,-3.7991178,-5.0250964,-5.5450025,-4.7402825,-5.596535,-5.521209,-5.9688044,-6.006049,-6.00181,-5.8669996,-4.429865,-4.877188,-5.7495413,-4.7739797,-4.779219,-4.95266,-4.9963946,-4.82863,-3.9737794,-5.6331663,-5.5491657,-5.5012665,-5.4873314,-4.763267,-3.8953695,-5.3537507,-5.7549167,-6.2936435,-5.465032,-4.190838,-4.192241,-5.593881,-3.8658493,-5.6942716,-4.6526856,-5.195502,-6.0935874,0.7285219,-5.1102405,-4.577527,-5.554245,-4.6981077,-5.141917,-5.849016,-5.6828,-4.693306,-4.512151,-5.4892693,-5.652391,-5.3249817,-4.5154943,-4.6951027,-4.522266,-4.8563437,-5.594342,-5.0556326,-5.1611547,-3.7457294,-5.3613706,-6.145731,-5.6007385,-5.380021,-3.8071992,-4.400005,-4.0305867,-5.766666,-5.7190194,-6.021405,-5.497129,-5.5750895,-3.8573878,-6.0391846,-3.4288387,38
Others,About Conversation,Greeting,"Hi there. Here is ""Matthew"", your personal assistant. May I help you?","Hello, I¡¦m Peter",-5.0002446,-4.587214,-4.8284907,-5.2909493,-5.029427,-5.6647,-4.7521334,-5.2914658,-5.212028,-5.4246783,-5.427425,-4.153687,-4.953073,-5.6351624,-5.5681615,-4.4904575,-5.1013923,-4.888075,-4.8317175,-4.227629,-5.1177964,-4.5812416,-4.7823524,-5.039764,-4.643976,-4.856587,-5.3275065,-5.3756976,-4.9176292,-4.435504,-5.193266,-4.6934276,-5.653572,-4.458815,-5.2509866,-5.3560815,-4.5846953,-5.381744,-3.895272,-6.108246,-4.4683948,-4.7956038,-4.3635707,-4.521364,-4.937602,-4.6381297,-4.9101887,-4.991845,-5.464772,-5.45874,-4.960626,-4.847937,-5.287213,-4.9937882,-4.1563973,-5.7257853,-4.402703,-4.935901,-4.290674,-4.623313,-5.185603,-5.6388125,-4.269805,0.6545266,-2.4796224,-4.0565844,-5.2702675,-4.6620307,-5.1991267,-5.615563,-4.4340267,-5.1482983,-4.896823,-3.755445,63
About Business Component,Account,Account_information_saving,We suggest you to save personal information such as DOB/ nationility/ etc. These information are expected to keep duplicating.,How do I save in my profile?,-5.4684334,-5.0431705,-4.7640915,-5.041358,-3.2200139,-3.4393845,-6.1639714,-5.7905693,-4.455734,-5.1470704,-5.354991,-4.232513,-4.4599357,-5.5711966,-5.751477,-4.8850517,-4.796096,-5.303518,-5.013739,-5.7983055,-5.175112,-4.0477753,-5.0047193,-4.874337,-5.3997927,-4.6947737,-4.529507,-5.6926703,-5.360688,-5.0620174,-5.9179273,-5.20782,-5.1632414,-4.6897993,-5.282427,-5.362933,-4.1425314,-5.4549413,-4.7987127,-5.959763,-5.201245,-4.579526,-5.7234263,-5.5190883,-4.991593,-5.1997666,-4.902435,-5.4126573,-4.0462193,-5.844059,-5.2455797,-5.735434,-4.608733,-4.6813765,-5.9193907,-4.085199,-4.6637015,0.75571233,-4.136304,-5.5730724,-5.4440823,-5.3928237,-5.23553,-4.9047513,-4.6008363,-3.9974885,-4.036756,-5.075608,-5.580528,-5.5304213,-5.2080283,-5.4145513,-5.6603904,-4.589321,57
About Business Component,Filling ,Required_input,"The input field only show a deduplicated information required on submitting all of your forms. To avoid rejection or further back and forth, we strongly suggest you to fill them all. you can also ask me ""Can I skip inputing sensitive information?"" if you are not comfortable about this.","I do not want to fill in account Number with your services, how can I skip it?",-4.1343064,-4.0075736,-4.3611712,-3.30098,-4.4327583,-5.537635,-5.53785,-5.917321,-5.714513,-5.470254,-4.598904,-5.672561,-6.049477,-4.5934744,-4.4797873,-4.4657893,-4.0641694,-4.3139586,-5.075332,-3.202491,-3.8228219,-5.6162863,-6.193115,-4.433707,-5.0625267,-4.9558926,-5.149479,-5.940923,-3.6207163,-4.7058525,-3.9391158,-4.882536,-4.450554,-4.7876554,-5.9675975,0.5749081,-5.669702,-5.922834,-4.737292,-4.320745,-4.399448,-4.845057,-5.130894,-4.08822,-4.544324,-5.1866374,-3.765621,-4.2565136,-4.71302,-4.7498074,-5.8618903,-5.6487336,-2.9970067,-4.164847,-3.80294,-6.3243675,-4.7275558,-5.437617,-5.3151813,-5.8060155,-5.9498734,-6.1671247,-4.8303733,-5.380162,-5.4734526,-5.830205,-5.7633038,-4.666645,-5.1577797,-5.669265,-5.8920364,-3.2872002,-4.8131433,-4.4630666,35
About Business Component,Submitting,Submitting_flow,"Your can simply sign and submit the form by clicking ""Signing with iAM Smart"" button or submit them directly to related parties offline.",What should I do after filling out the form?,-4.044281,-5.2179346,-5.506475,-5.404791,-5.1658387,-5.163256,-5.994873,-4.624669,-5.1462116,-5.5661345,-4.963904,-5.3227615,-5.0882554,-4.966792,-4.549888,-5.1810575,-4.5861573,-4.490037,-5.942755,-4.89427,-4.905973,-5.511776,-4.783977,-5.6420517,-5.136061,-4.5664988,-4.9003396,-3.5747802,-4.9547954,-5.257276,1.0437366,-5.042581,-5.086416,-5.187072,-4.752408,-4.263538,-5.488531,-4.66248,-4.463282,-4.7728076,-5.70597,-4.6345654,-5.4961553,-4.831104,-5.682233,-5.8399544,-4.7303143,-5.0612993,-4.994483,-4.466695,-4.9163847,-4.97187,-4.66107,-3.431549,-4.7142777,-5.2759485,-5.3251796,-6.005735,-5.57154,-5.154396,-5.287124,-4.715423,-5.530064,-4.944031,-5.102188,-6.1639447,-6.466251,-5.3736043,-4.186695,-5.852658,-5.4277844,-4.46859,-4.536542,-5.459365,30
About Business Component,Account,Recover_loginID,"Go to XXX pages, click ""forget Login ID"" Button and follow its instruction.",How do I re-publish my login ID?,-5.3063807,-3.823731,-5.0041766,-4.9016743,-5.6286798,-5.5576563,-4.8832483,-5.7701573,-4.812968,-4.3533525,-5.2138376,-5.227674,-5.137359,-5.246434,-4.722148,-4.3833203,-6.039395,-4.864073,-4.2716093,-5.3117886,-5.3126926,-5.27506,-5.6653705,-4.1766987,-4.999365,-5.9120164,-5.0528536,-5.34688,-3.8367074,-4.8026605,-5.220938,-5.12931,-5.257299,-5.3062153,-4.9258685,-4.752149,-5.476681,-6.172731,-5.3141756,-5.142343,-4.7092915,-5.46448,-3.9473333,-4.4200926,0.9475386,-5.028636,-4.0688434,-4.4458294,-6.096827,-4.3538265,-5.418443,-4.481238,-4.89561,-5.9821453,-3.3067827,-5.7014384,-5.432628,-5.007499,-5.067676,-5.111112,-4.5924854,-4.7665644,-4.856662,-4.489248,-4.4932265,-5.029115,-4.8556848,-4.413117,-4.030967,-5.630194,-4.0535727,-4.7348995,-4.572212,-5.320929,44
About Business Component,Selection,Multi_selection_companies,You can select multiple companies in one go and we will help you deduplicates the required information to save your time.,Could you fill in forms from different companies together?,-5.574541,-5.1161876,-5.633954,-5.450571,-5.5093007,-5.9405828,-4.748373,-5.3734956,-5.1740856,-5.259401,-6.3456535,-5.7202644,-6.0102572,-5.7310085,-6.6066494,-5.8494945,-5.094451,-6.035659,-4.892949,-5.50114,-6.3211956,-6.1430883,-4.698,-5.5241756,-5.4152575,-5.867233,-5.4209847,-4.2827034,-5.2522445,-5.332337,-5.23591,-5.3222322,-5.115273,-5.6679688,-3.6482935,-5.5778637,-5.4390097,-6.2754183,-4.773396,-4.757606,-4.6219816,-4.1876783,-4.150661,-4.4479856,-4.7256594,-5.2502937,-5.0171523,-5.185896,-5.9300427,-4.632124,-4.0095773,1.0774487,-4.744155,-5.4813976,-4.741952,-5.8003287,-5.25604,-5.604267,-5.7722673,-4.5829535,-4.1580267,-4.8991976,-4.709798,-5.1717443,-4.2681394,-5.4293675,-4.972963,-5.4312086,-4.5147033,-4.5393815,-5.009836,-5.2812157,-5.274424,-4.50819,51
About company,History,Achievement,1. HK techathon 2021 1st running up. 2. HKSTP incubation program. ,Have you been involved in HK Techathon?,-4.3132343,-4.664025,-4.6017838,-5.370818,-5.5836873,-5.0406475,-5.203161,-5.415904,-5.5342846,-4.6165295,-5.4363346,-3.991885,-4.361023,-4.2491574,-5.578112,0.83755606,-5.3511934,-4.4079714,-4.723777,-4.7241297,-4.458944,-4.576107,-5.4200797,-5.225491,-4.281177,-5.437661,-5.357842,-5.3791356,-3.831309,-4.9312725,-5.2333326,-4.075161,-4.4074726,-4.3963914,-6.0130982,-4.857587,-4.3157287,-5.634875,-4.4849615,-4.189358,-4.9372525,-5.6837964,-5.726417,-5.343804,-4.2794886,-5.974665,-5.381746,-4.314502,-4.7586527,-3.9190881,-5.884704,-5.633588,-4.225645,-5.552338,-4.5927076,-5.04198,-5.0160365,-5.0117836,-5.979246,-5.48912,-5.8807893,-5.1214557,-5.8597646,-4.4540796,-4.91948,-4.249549,-5.4293566,-5.541846,-5.5824256,-5.623687,-5.3637786,-3.9031122,-4.8364887,-5.569988,15
About the team,Our Team,Team,We are a team of 6 XXXXXXX. (More on people side),Introducing your group members to me,-4.6819963,-3.5988173,-3.9655032,-5.9409814,-5.5418296,-4.8454747,-5.160262,-5.6547885,-6.0169973,-4.8465214,-5.6467805,-4.974877,-5.587449,-4.7420526,-4.420872,-4.458262,-4.952794,-5.5039973,-3.5621316,-4.704891,-5.4578714,-5.906324,-6.524132,-5.521399,-4.538972,-5.3606987,-4.8905635,-6.1801324,-5.4873123,-3.6121209,-5.7713385,-4.477734,-5.346361,-4.655624,-3.8623462,-4.5837936,-5.4981356,-6.559363,-4.5898,-4.9877515,0.7819797,-4.422673,-3.2934694,-4.0669427,-4.626423,-4.77725,-4.2457275,-3.0064075,-4.811009,-4.8657856,-5.537057,-4.1489654,-4.4361677,-5.2092047,-4.279716,-5.1740365,-4.586959,-4.8817735,-5.875355,-5.293886,-5.694155,-6.0128183,-5.171961,-4.6965494,-4.2257605,-4.336673,-5.5336246,-5.061877,-4.959615,-4.9682913,-5.0322967,-4.600896,-4.8255653,-4.001674,40
About Business Component,Account,Reset_password,"Go to XXX pages, click ""forget password"" Button and follow its instruction.",Can I send you a new password?,-4.935269,-5.2153125,-5.686757,-4.098913,-5.5114856,-5.9741583,1.1698756,-3.8014104,-4.2823057,-3.9305167,-5.2469316,-4.794731,-5.296581,-5.358993,-5.974276,-5.030962,-4.678776,-5.747828,-5.177523,-5.536102,-4.4538693,-4.358475,-4.4220595,-4.2040815,-5.5459127,-5.3298,-5.2590885,-5.2512817,-5.0956354,-4.7989645,-6.364294,-5.3855143,-5.4090853,-5.7638392,-4.997224,-5.913193,-4.724141,-4.6168785,-5.361645,-5.0008106,-5.4290648,-4.935747,-4.752482,-5.063284,-5.2547374,-4.9574986,-5.4534907,-4.917045,-5.9127784,-5.066665,-5.044014,-4.2914224,-5.500576,-5.6623597,-4.5107656,-5.162863,-5.221776,-5.802992,-5.0352926,-5.0845094,-4.5335455,-4.7435527,-4.7718606,-5.2870173,-4.671235,-5.2745733,-4.356705,-4.508633,-5.295511,-4.136552,-4.9355083,-6.226727,-4.3740892,-4.3801646,6
Others,About Conversation,Farewell,See you. Have a nice day.,38 by 88,-5.2312016,-4.803542,-5.0840063,-5.152049,-5.4213614,-5.6675887,-4.799494,-5.183815,-5.454174,-5.263771,-6.1785583,-4.9481683,-4.8528495,-5.6060925,-5.4585233,-4.6247406,-5.1926923,-5.285919,-4.6736813,-4.894238,-5.1830187,-5.0019903,-5.318269,-4.9982567,-5.049598,-4.5158944,-5.4248214,-5.688838,-5.332085,-4.8818097,-5.536971,-4.9658976,-6.031839,-4.2367682,-4.730773,-5.3826323,-4.9448795,-5.306588,-4.356649,-6.221194,-4.2074156,-3.5913086,-4.0983696,-4.3126054,-4.687253,-4.9351554,-4.4323215,-4.8996177,-5.262998,-5.626453,-4.915081,-4.3275084,-5.4608827,-5.500524,-4.971278,-4.9146643,-4.9874578,-4.630446,-4.022176,-5.5417194,-5.243895,-5.5134535,-4.433112,-2.7106981,0.65318555,-3.1731443,-4.5632806,-6.008608,-5.060191,-5.7534924,-4.997976,-5.328039,-5.0716753,-3.4289918,64
About Business Component,Post Servicing,Submission_withdrawal,You may need to direectly contact related parties for canceling your submission.,I would like to remove the submission.,-4.856184,-4.940691,-5.408947,-4.1458497,-4.308022,-4.7263107,-4.010351,-5.0287175,-4.393403,-5.046627,-4.8665314,-5.974596,-5.7371535,-5.1904373,-3.8640616,-5.2321,-4.2609515,-5.6667094,-4.8306017,-5.173657,-5.468962,-5.161716,-4.7621045,1.0253528,-5.7330446,-5.2191978,-4.8918343,-4.4960656,-3.7720783,-4.5699296,-5.423901,-4.5991187,-5.0886045,-4.2306304,-5.0553055,-4.5506277,-5.553864,-4.6522965,-5.22489,-5.7875266,-5.6877885,-5.0399556,-3.9427931,-5.097976,-4.2579527,-4.731297,-4.37403,-4.8806996,-4.9234076,-6.2847185,-5.4589405,-5.295158,-5.8486123,-5.451316,-4.101827,-4.4888253,-5.376902,-5.1244507,-5.1346936,-5.4945755,-5.2477217,-5.4543304,-4.481265,-5.052633,-5.1333485,-5.341979,-4.1370697,-4.511505,-4.972592,-4.899634,-4.174364,-6.052781,-4.3233876,-4.919555,23
About Techology,AI Techology,AI_definition,AI is mud mud mud,Get a introduce to AI,-4.427545,-4.566007,-5.108374,-5.12264,-4.265482,-4.5478187,-4.9688997,-5.1413674,-4.7573314,-5.853791,-5.3170643,-4.2365556,-3.6224155,-5.4544306,-5.202327,-5.9447203,-5.6339445,-4.876578,-5.238148,-5.449307,-5.747335,-4.0138016,-5.2028227,-5.524753,-5.073061,-3.582839,-5.221113,-6.1421604,-5.866515,-5.4089584,-5.249804,-4.949528,-5.4309883,-4.4579673,-6.1199026,-5.120228,-4.72739,-5.487736,-3.550664,-5.28856,-5.842939,-5.3978252,-5.4786468,-5.3482184,-5.6579456,-5.3030624,-4.639848,-5.2497263,-4.282033,-5.862589,-6.351939,-6.1366816,-5.16518,-4.885073,-5.240644,-4.3566136,-5.076165,-3.9831421,0.6881535,-4.778763,-4.8653708,-4.8412013,-4.0178375,-4.220463,-3.7999966,-3.5115662,-3.7675805,-5.577124,-5.733841,-5.245438,-5.55195,-5.851941,-6.076293,-3.9240198,58
